income,debts,payment_history,age,credit_cards,loan_amount,target
101546.14284548341,9631.233815349417,0,61,5,36945.49017193804,0
90685.73438476172,40314.942687766474,5,61,2,32943.398006484975,1
92900.71680409873,22858.955811558593,3,31,0,35488.351559635885,0
97127.03466859457,26748.567369113163,0,24,5,48270.779512386194,0
27404.465173409037,5850.451420066884,2,27,1,6979.344087297184,0
55846.572854427264,12527.130358495926,0,41,3,15979.167103892558,0
31586.90595251297,11216.244245704285,3,27,0,13324.768246682866,0
106310.34258755935,11044.455829025206,4,24,3,35225.720374688426,1
82329.81268275579,9960.307800123002,3,32,0,9459.932939078983,1
53089.80248526492,21494.909252451107,3,47,1,23212.529096592574,0
26355.835028602363,6015.13927423962,1,37,4,3178.4998090000254,0
51098.232171566226,6201.9372513325125,2,40,1,8601.266014770954,1
52518.332202674705,14968.460619727011,1,51,2,7396.261066982842,0
92960.6178338064,33241.023177771414,5,46,3,12193.723550839066,0
83755.74713552132,8087.464591005987,1,51,4,9236.077082043614,0
108721.27425763266,31171.493781975474,4,55,3,13265.200698787394,1
67221.49251619494,7300.80748444281,2,29,5,18618.71830932139,1
31959.42459383017,3112.2001565880355,2,25,0,6428.347681738272,1
91324.47872229951,7059.193752491787,4,68,2,13754.813839177154,1
96078.50486168974,34714.733156113434,3,28,2,34922.827961877985,0
76127.71975694962,11184.787825226838,3,41,3,14498.125642284269,1
97096.7179954561,10528.81346462576,4,36,2,10445.632116652432,1
69379.55963643908,16016.554488827041,3,36,3,18549.868100024414,1
72273.28293819941,27908.620475291882,2,38,0,16201.732878859875,0
62754.10183585496,12505.307367444184,4,67,0,14272.904155614482,1
22541.91267440952,5660.302656148644,4,48,3,6269.086504161202,0
30789.142699330445,2810.3757576486587,0,38,1,11317.028813607332,0
23142.918568673424,9655.171513742727,3,34,1,8021.142286598039,1
83641.04112637804,24179.09442381354,0,68,0,39721.51885284845,0
51435.59810763267,17756.58953531274,1,57,4,15795.186363387214,0
70857.06911647029,13475.806777730166,4,60,1,20479.674413948454,1
110756.6473926093,21284.57990048251,5,36,3,20530.49167918522,1
44929.22291488749,5036.160048568612,5,41,0,18068.400016446292,1
61038.29230356297,12193.975560769746,0,21,2,9540.914421487689,0
95555.11385430487,10664.79484328174,3,31,2,28327.61506718654,0
42879.81654916225,15247.104171803043,4,31,1,11514.469084893572,1
27697.9909828793,11590.357243452934,1,22,4,10063.243815914604,0
48975.1452913768,20391.498885062356,4,52,5,22873.77245458333,0
36122.12872540044,12921.721771490924,4,39,1,17289.431995338193,1
112969.76523425731,32925.578192018875,5,25,4,18879.4740505867,1
100812.0379564417,32230.67992877269,0,23,1,20638.934733884467,0
83340.37565104236,12957.439671209717,2,48,2,35390.83454810928,1
107146.05901877178,29870.370550069925,5,46,4,32927.25950812367,1
100367.20768991145,21537.32861191516,4,43,2,28224.646614138794,1
38657.005888603584,11517.485835567632,5,50,3,14853.961507769372,1
109255.89984899778,34910.89280640556,0,28,3,37231.1309203558,0
73934.22419156507,14763.318092009933,4,56,0,36101.018629352526,1
100744.01551640626,16353.961023806856,4,49,2,33607.18212416748,1
109609.12999234932,42199.549237659034,0,33,2,31390.90728128633,0
51800.34749718639,8062.704058191475,3,45,0,16427.285942980856,1
31005.192452767675,10412.930922639262,4,42,3,13128.092294242831,1
42793.51625419417,16176.202038521496,1,66,3,14766.759625850491,0
62710.77886262563,20637.8883287812,2,53,4,22501.833795237137,0
101801.47659224931,27024.01587864952,4,57,4,49737.71262196333,0
106073.05832563434,18809.46316358494,3,27,5,36845.34594767161,0
20695.21305311907,6524.915308643762,5,43,3,5217.554999408545,1
71074.73025775657,28158.590635005698,2,26,5,26761.797381816075,0
61741.1003148779,20138.92278771768,2,35,1,22460.40954443382,0
42210.781047073026,10876.901294698859,5,35,2,4454.885908859127,1
31986.53673336828,5833.878268241605,5,60,4,9177.951960624516,1
53761.5171403628,5291.277110101813,0,54,1,21352.001626036035,0
114290.97039125192,44460.988662527896,4,34,4,34243.47002649029,0
52320.293202075525,9591.77724956909,1,49,0,21548.03188767745,0
71879.0621743366,19365.53221606391,0,36,2,20151.545116999743,0
90301.89588951778,10280.001281092855,2,49,5,44548.51140325256,0
56362.9602379294,19129.7836149228,2,43,5,12239.590822322034,0
117178.20827209606,46872.831826553025,5,30,4,16035.725692773325,1
116244.72949421112,29392.83835221744,4,67,3,31619.11515121173,1
45178.22958253641,6599.609906780018,5,24,5,14307.204835327979,1
69724.85058923854,22305.512924345698,4,32,0,16708.6883722036,1
50087.83098167696,17926.985284779832,3,62,0,9862.918217380873,1
48484.04943774676,12445.466628880007,4,54,3,17882.055671055256,1
23688.69473545328,12378.300854588324,5,24,0,5942.310020574165,1
80956.43339798969,26347.71847406928,4,40,2,28540.981050087947,0
70267.90232288615,28225.71283212801,4,48,4,28924.276813363897,0
25147.875124998936,11035.0952807192,5,48,0,10169.827133581945,0
47864.64642366114,6549.541113893443,1,26,2,11972.083623600263,0
110826.58859666537,21997.52205421551,4,34,3,36257.9482135209,1
43956.18906669725,6503.493199643874,5,55,4,12301.723678269953,1
34489.48720912231,14096.292349319972,5,67,3,15462.399370898771,1
68945.2760277563,22061.964308113806,2,21,4,31129.025983392614,0
118565.04541106007,37975.18261728806,3,39,0,28158.79909502191,1
44205.52715115004,8952.083723641104,4,21,0,6042.673612307182,0
87213.55474058786,11124.180387258499,2,33,4,14567.541107235997,1
96161.96153287176,31426.686613367547,4,28,2,23732.839117001964,0
43763.754399239966,13958.013587573221,2,38,2,14253.85401593591,0
92821.63486118596,16146.019123183225,2,55,2,33667.7811314426,1
56778.31327192532,17860.334636699983,3,43,1,13203.706957301407,1
83230.58305935794,8417.036665726155,3,46,5,30545.594673100783,1
83352.97107608947,16054.817321937502,3,61,5,39600.66260202942,0
73577.46840747586,17703.539248088702,3,58,5,26547.166377948146,0
29028.97700544083,7532.1109338825445,2,40,2,4744.092260305091,1
103530.2495589238,41484.10932354968,1,22,0,34358.33184474192,0
52078.006497173585,8507.415142513752,0,46,1,16496.135946909424,1
38651.85103998543,5418.8385096985,1,56,2,17326.853498776363,0
24077.51415547639,5409.844141530259,4,45,0,5781.522123786446,1
79089.29431882419,27531.199897040344,4,50,1,21289.117365733382,1
87756.43618422824,20051.57054933792,1,38,0,29790.117697987156,0
21658.782892785614,6068.711409901452,1,27,4,6709.243877479339,0
71209.3058299281,6649.789418837547,4,47,0,27601.199553141938,1
42649.57751979379,3858.541212862676,2,31,1,4953.987111526874,1
84517.279040945,18335.507536397636,5,57,2,27502.46415983736,1
37436.642900499144,12896.493988351724,4,28,5,5565.659173815442,0
89093.7738102466,35872.19683395589,2,31,1,20142.640854027766,0
58673.53463005374,6851.469614552049,2,44,2,21395.34809192317,1
113672.99887367345,30235.940264807385,3,50,2,18524.797586013276,1
33752.09441459933,16113.766544983186,0,50,3,7544.832957912088,0
54106.63510502585,13449.080170333451,1,35,4,20625.589607797727,0
31347.352124058907,13021.513481406826,1,55,3,11295.14365307478,0
112469.36182785628,12825.79346146324,4,59,5,15342.605581600981,1
107733.9353380981,42537.30162802759,3,44,1,35649.95615405914,0
45794.16277151556,17533.732722895304,0,28,3,7276.774196325202,0
85998.4046034179,35107.5315971805,4,63,5,17277.814898962195,0
101722.22002012159,33421.22472624055,3,62,2,28857.018290456177,0
75520.08115994623,17755.01703308498,3,40,1,10855.160504019243,1
72965.05783560066,28460.110011550933,2,61,3,36297.10917649905,0
44185.22909004517,7152.023111520087,4,67,0,7341.2796848810185,1
29310.27678058992,8025.142465397091,5,46,5,12091.223434624035,1
109721.57579533267,33905.03891390283,0,44,5,47392.647872384114,0
110041.80571633305,35070.81952001258,2,42,4,54777.22495850893,0
83310.1457273268,35708.7795208165,2,25,0,22615.479391036697,0
53902.979104870064,7693.463783056914,2,35,1,24236.81737238792,1
54920.95746126609,22731.836782749473,3,56,3,26527.68886521824,0
92595.56788702394,32152.082577496712,5,57,2,15663.249401047635,1
109711.0259952577,11748.456926143348,5,49,3,32010.8726914758,1
108708.64242651172,21175.815299273258,2,35,1,13480.342102150616,0
97987.55458576238,15767.973337897743,3,47,1,34128.046662942186,0
84203.16461542877,15790.167063888231,4,69,1,28002.811795229783,1
28413.996499504883,12056.506306427837,3,28,1,5161.417065101296,0
36162.871409461375,11470.938965891517,3,49,5,15158.069087803236,0
109855.41885270792,34694.298552626875,1,39,3,12623.210344988442,0
80642.90596595898,32395.344466303733,3,51,0,34070.89631131803,1
20919.705161662965,4833.73195147259,3,29,2,2314.9351702042045,0
30147.15428660321,13910.73666941137,4,30,2,10935.323244404666,0
86350.17691080557,18286.127062374704,4,57,4,11355.722275772514,1
20506.158384621867,7408.373196700631,1,30,5,4111.283954173136,0
36080.805141749865,7232.20931113645,0,53,1,14026.96646847433,0
74873.37893665861,33458.34773072369,5,45,1,15885.279820869628,1
89189.51976926932,12944.795325873216,3,24,1,27155.492011224484,0
85196.12595026006,14580.538003601061,5,25,5,39709.8553333433,1
42426.930946055974,16202.303668577713,0,43,0,5085.0264191104,0
91217.9221347536,21663.801207431163,3,59,1,38715.79760149643,0
43724.908749680006,15414.449768996938,3,25,4,5514.095747494581,0
52539.96981592677,13914.835247361952,5,28,4,7918.715899298329,1
94649.14051180241,30900.376279200154,0,37,0,13982.29430308115,0
84963.28990472146,13747.486397873015,2,21,5,42281.20918382353,0
104922.3410494178,7849.08336486771,3,32,1,18054.46228467876,1
85761.28923003434,16685.607714752216,5,55,3,39339.109749900796,1
76830.86033354717,20221.563086089776,5,34,3,38136.754277901324,1
29367.476782809248,8020.545697325267,5,68,2,7445.063812152501,1
56771.58030594335,11190.406796743076,5,38,0,20007.40725694928,1
46520.236768172545,8930.850583616526,0,30,3,19149.427512455517,0
44398.96433790836,5839.838986452035,0,35,2,11413.110428151205,0
117301.05547524456,33346.89985317497,1,62,4,19322.493336009382,0
59309.77246667604,25275.09862613082,2,53,2,16221.525102210762,0
109204.65551771133,12228.788828711871,5,39,1,44637.95530014074,1
83113.86259972629,22854.604055575503,5,54,1,34268.26985439401,1
99481.13035416484,30682.16376738565,1,65,4,19121.816889675025,0
70263.70931051922,15478.593046456095,4,45,0,11943.864875296882,1
77690.38846263592,27251.06722546046,5,36,5,36376.526266108805,0
69251.76938188639,15786.749382484953,3,28,1,8143.981225088917,0
39524.29877980445,12955.010390407862,1,55,1,15568.439094443409,0
92245.21152615054,7752.75848131881,3,41,2,10937.38136056417,1
48077.23624408558,17908.909490003585,3,39,2,20921.291102078572,0
22431.596643145385,7977.1850407537295,4,66,2,10367.119619308223,1
84547.22959071677,9520.785316315785,3,31,3,18513.1081514187,1
37711.067940704896,8118.901661492762,0,64,4,4886.383624429658,0
114045.85843529143,47511.87131328027,5,31,0,33332.61807725416,0
115392.85770025874,23832.17645370405,3,31,2,25315.486861209036,1
111486.43902204485,27537.99158980255,3,42,0,29750.653161932612,0
57015.87002554444,22599.830419305905,5,41,2,20867.476676549773,0
21545.66165288674,7819.658828701862,1,47,1,3962.9024758956766,0
112831.85625877253,33463.13658171546,1,38,0,27393.388898979912,0
62818.41483173143,21482.18016853351,5,62,3,25945.575541956332,1
116665.48190436696,45064.50073879293,2,68,2,41708.467439613065,0
116361.99770892528,29346.467747716837,4,60,5,26822.62695242009,1
105300.94554673601,22874.830718607285,2,58,4,38510.72920890573,0
49444.88920695857,12648.267540100103,0,50,1,20080.813993114625,0
58509.77286019253,23986.662507052824,3,65,2,19717.45599181398,1
105113.66715168569,31106.718040227985,1,67,0,20581.12284932618,0
51692.20051562777,6104.752119648106,4,65,2,5174.291894094988,1
36949.27466860925,17683.55903668414,4,53,1,15560.804335483992,0
75680.12624583501,16571.92473103966,5,41,4,32470.817152738473,0
113615.4774160781,11354.230096296758,4,22,4,43065.01513101804,1
89602.9796674973,24226.837789396195,1,33,4,11705.049821249853,0
77006.1170089365,19460.6971198651,5,22,5,25726.890080126483,1
29717.649377076854,11035.518210582848,4,63,1,12731.286713780444,0
81500.72266991698,13301.663948154015,4,65,5,20853.372143146917,1
119005.38501042633,43774.626410225814,5,51,5,21325.799944334005,1
34008.4015236524,11683.95548775631,4,30,2,11394.54618070387,0
71832.96523637368,9676.307740792203,3,43,1,30925.718617033024,1
107737.30719279555,46148.701525146724,4,42,1,12879.777820768499,1
94076.86177542045,21792.538432203106,2,67,2,31871.405034941858,1
89701.5740995268,15972.732051290948,1,49,3,32047.63815455503,0
90248.40839871093,21329.312834290722,4,53,5,30769.90746908146,1
55949.11512197552,21146.926222458747,2,51,4,20142.435285213756,1
49359.18442644934,9992.062189145994,0,34,0,17401.58654278079,0
100936.11554785137,13774.57915871628,0,30,5,15358.59619569123,0
101011.33946791808,11775.417311538193,4,38,0,19593.645358745984,1
106707.23185801037,21355.984080732844,3,31,2,37091.1779222382,1
111324.05525564712,36402.708356827934,4,59,0,11920.275304779489,1
71134.23988609378,19909.940392940513,3,67,3,25174.251533106344,0
70151.62946871997,11494.136851431931,3,23,1,25686.34530095605,1
99829.51789667751,13916.746059776864,3,22,4,19533.632177684947,1
84996.3930777765,18299.016367890938,4,28,0,28835.292551945902,1
90196.68772577033,35984.47233348928,3,51,0,28288.930542392674,0
99579.2669436101,19086.49489124721,5,28,2,20341.71599975377,1
109000.53418175664,45194.73735139988,5,63,2,31085.81926082334,1
53799.51568515358,13700.438127488354,5,68,1,24954.8952235998,1
57558.2952639944,11114.89076979373,5,22,4,15577.641045659808,1
29398.1939840869,14783.827405109314,3,42,0,10346.331915069144,1
77828.0140996174,16976.391219205925,3,25,1,8883.31508931702,1
23594.22737967421,7580.779596588811,4,27,4,3093.676163521829,1
66559.80181324601,28383.814471855723,4,40,1,8820.719879278904,1
74264.46347075766,5510.695972041492,5,48,0,30544.699451792047,1
48654.12521282844,7174.777963753287,4,33,2,11681.989647852311,0
79083.32605690107,24614.26472740079,5,22,2,15108.448351848258,1
23050.024993904943,6037.993248983043,2,52,2,9195.342491939067,0
23734.818874921442,2753.8667750166214,5,46,3,3987.0704077885916,1
102260.05606596582,8104.786358391097,4,23,1,20308.541380007937,1
56019.06414112629,6615.248151429305,4,61,0,15258.056878501198,1
32706.05126518848,12921.12530832387,2,62,1,7606.617317089655,0
72224.32600548043,11900.841019799322,4,33,2,24134.25575693988,1
96999.35530986109,25099.496120840573,5,41,5,22808.06443008394,1
41582.102749684316,12692.521301274886,2,65,5,10694.112394144822,1
82289.04758190003,16678.916681037193,4,57,1,36631.35162380051,0
28534.7464993768,5925.587334045337,3,43,4,12949.426810143224,1
25168.17211686077,12716.335392249428,5,27,5,10849.608297063529,1
73135.4631568148,8029.021466079821,3,37,5,32613.47064195886,1
74063.51216101064,24092.80982280162,2,48,1,24284.793708130706,0
83742.99014982066,35359.521477983726,3,67,3,30021.299709946903,1
92609.13337226615,19953.103268685863,4,50,3,29900.642974400358,1
117585.20794625346,31540.440533493937,0,25,2,48707.93608400992,0
71630.03483011953,20079.894082491475,4,44,0,22950.277077613966,1
52295.647294124596,10917.088761537461,5,27,4,7553.101433672299,1
99518.61947687037,40427.56637471533,5,54,0,42179.18032520109,0
47083.22512620742,18632.814608042343,0,62,0,19032.64364008688,0
63897.14207056361,15587.120301840576,5,53,4,27355.659677993084,1
27845.638134226596,8793.03543777407,4,47,3,4905.615784481164,1
22535.07434154575,13204.708628110759,1,34,5,4701.871624299909,0
116264.8414677925,45229.71792960853,0,39,2,25380.693825249204,0
103598.01205122058,27180.761342037422,1,68,1,31414.254609423668,1
89597.4206093698,21340.603789149045,5,58,3,13757.758628836782,1
60895.29444142699,11374.060457351883,0,32,2,15476.703579353265,0
37329.43200708458,15511.893009451964,2,23,5,6452.887476122536,0
35643.7042671086,7091.814954048181,4,27,3,7339.21996442934,0
45024.28981645953,12342.507154699184,4,55,4,17224.26961409473,1
74922.66647061205,13919.639112522862,4,45,0,33110.159111108354,1
91459.59227000624,14770.500995007917,4,69,4,9983.94371482846,1
86019.73767177312,21271.445860488326,0,35,5,28073.297101997367,0
47993.38969459428,19320.23596139099,5,39,1,5491.591054638922,1
115486.52806631941,8994.721582017817,2,39,4,15486.708537295519,1
93789.69166957685,24892.478176959037,4,43,5,35830.8148499971,0
75435.40525114007,8022.211862744396,4,31,0,29739.898773118395,0
81172.07462343523,9612.226660524973,1,41,3,34546.20744027011,1
61960.00624277899,15087.10867920296,5,54,2,17949.603436227113,1
44773.098950115746,14600.191253600638,3,59,5,19875.80808315584,1
55597.26786512616,11376.033297558406,0,27,5,9270.028062736388,0
95784.61104643691,18298.14357278447,5,62,1,19146.056925419645,1
21439.34886297559,2169.5640334563222,4,64,3,3297.390272400799,1
31607.26405069162,8404.705465156561,4,47,5,13243.914719259812,0
24600.264202175276,10384.242173124725,3,43,5,4710.213751727341,0
24072.880231897012,13095.120620020076,5,58,2,3904.7294318432664,1
105546.05840110072,18898.365961426443,0,40,0,36861.356649117675,0
90365.78593800237,24658.515551176042,2,47,4,11822.8097513107,1
67417.38290873251,26586.10942811696,3,28,3,7952.561963697496,0
29783.416065100148,5847.701753534606,0,57,2,4249.708057840822,0
69161.58751168323,23714.65861211671,4,23,2,6922.822718751786,1
67347.17707805657,28550.087538316202,3,22,4,25510.84544302047,0
37320.18699100152,3769.220115611994,2,42,3,12125.10963483225,0
63385.1649237973,10274.92329886755,0,26,3,11659.70385228216,1
59850.47343973735,27643.30668767928,4,59,0,11563.229924077928,0
81585.00980522165,21601.61502095662,5,60,3,34623.65340368419,1
83509.36508676439,7030.872731548981,3,56,5,25113.608213980533,0
24530.400977204452,8075.569913253838,4,64,4,9307.112374985616,1
57461.26146264712,14527.035905098617,2,44,3,16152.485892003398,0
82585.99157142364,26595.891088798522,4,32,0,16111.470714473811,0
70313.62585800877,24450.23438920147,0,37,2,34324.378369313585,0
105648.98411883223,45536.442951468285,3,42,5,34468.93458784463,0
85869.36316189451,13468.826291078436,4,39,3,13085.869381102726,1
36293.44270814297,12757.075925151761,5,29,4,9524.706542953889,1
27056.874740042986,8580.892824891875,3,32,3,6270.02391490719,0
84241.92782063156,16534.157474016447,4,52,1,15638.249212517534,1
22651.131054162182,6404.5677780774,4,51,0,10722.50171640696,1
78577.55812734633,32695.780233485777,5,37,2,35545.97267224678,0
114023.02414249576,40257.22084437181,3,43,1,20485.245004202236,0
77547.4177875879,20571.819926966127,2,30,4,18678.005569000914,0
58816.99262065219,19759.884949257896,5,50,3,23816.53876867014,1
84328.82184423532,15362.838553499794,0,39,0,15466.109939248254,0
65825.28904915167,20607.811207907296,1,46,5,22158.500133813603,0
74561.67893159349,26202.960221910707,0,46,3,28327.292385553228,0
114146.48087765252,26299.604814694394,5,31,3,41274.10391626843,1
58610.263780077425,25146.025293989653,0,40,3,22422.14507523691,0
116119.05638239143,34744.61140640409,5,65,5,44436.42140777665,1
110535.06419560638,21709.97933746293,3,24,3,53711.46013428158,0
39579.11347892965,15683.080659242522,0,67,0,9443.5588953521,0
26936.130087516547,5985.451376701254,3,32,5,12159.943394605249,1
30077.800137742663,7376.902955141749,1,45,5,3270.143400942523,0
21822.182565154973,8263.469309878164,4,30,1,4697.905329099237,0
29444.29607559284,8438.346115273505,4,42,4,3517.4837079480562,1
88300.67734163569,30900.04575330569,3,27,5,31830.768034826007,0
27118.864846022898,10939.090028075616,0,44,1,3805.214661262823,0
51897.563029376135,19484.975214451526,4,22,0,22745.80640724085,1
104487.53109694546,27198.933582344933,5,52,4,37473.06057651899,1
22327.193573582586,6354.814462118139,4,41,5,2490.0661722479667,1
101446.84825889357,37901.852836729595,5,27,2,39149.44919794453,0
48185.47747733999,10312.311052089974,2,28,1,21433.573962026105,0
31816.482762165626,8032.409986773879,5,58,0,11595.466333811903,1
89673.71653641507,23858.03301803037,2,41,0,10062.259608543267,1
82894.2846779884,12983.822457719865,0,28,0,36736.07938015412,0
107747.20135270529,10040.466401442143,5,45,4,42343.09481946808,1
93507.10438038858,30359.721140037655,5,48,3,23505.864989772846,0
100348.09303848486,23938.71975699443,4,48,2,23225.777198530635,1
48203.45725713065,10578.875670487476,2,51,4,14071.94236794595,1
37743.95437797228,19539.247987085437,2,56,4,16865.53500918078,0
95061.47516408583,28099.356540468947,3,45,5,19090.60104345799,0
100683.4739267264,39927.00619484046,5,61,1,14134.502295331198,1
119050.51420006734,16194.97544706615,1,57,2,53079.21333884442,0
61261.767691142646,17976.230444111956,5,58,0,6770.401815020703,1
57201.80857927832,23469.600672934008,2,32,4,26564.451771006847,0
97641.29607419968,27536.199725576123,5,57,2,21705.472423438678,1
54080.354025301785,16550.710779119752,5,57,1,16401.980854928923,1
113075.73256035647,24105.48669593859,3,51,3,17291.33860636163,1
105841.27518430118,11243.465096576028,3,38,2,48782.45411851051,1
62899.402737501834,16464.09478771276,5,46,0,25155.640514479408,0
95087.10677914973,20396.0207494391,3,26,4,44658.82305565334,0
95454.28740846824,36199.38512926932,4,29,3,35632.28562534608,0
30312.38688359326,4963.192892509105,4,31,1,5270.642374601482,0
110255.29066795667,44211.98024854464,1,51,0,24620.756273831183,0
70525.2372447857,27971.046696328816,5,66,3,20786.568229061904,1
102645.74661077416,15007.03601929762,1,22,5,35197.56341096432,0
52004.960103061174,13800.28472769125,5,49,5,24472.690440617087,1
109552.32284962005,40581.75745025828,2,66,1,27780.342260448648,0
58920.167873416314,24226.10074907746,4,62,0,22462.06541049014,0
21083.765148029837,7279.414611671289,2,25,4,10213.050465048687,0
110538.19764192637,20996.654969014337,2,43,1,17791.081499120944,1
29128.667678613354,7589.850220549076,2,56,3,12964.699133746393,0
51931.36375904149,19066.032810194323,4,27,0,13932.272366794592,0
115006.1967050805,20684.266542982674,4,33,5,45193.836803953534,0
115060.71469375561,36598.319694264595,5,62,5,25015.963887418195,1
77343.78881232861,6708.902455740976,2,30,2,18067.020818919376,0
83183.72121697993,10284.30015842316,4,56,0,9221.18916695513,1
64844.552197831974,16137.613480680853,4,36,3,31680.56214587347,0
49321.07716980645,12056.826527882558,1,35,3,20980.250611754767,0
52866.454536991594,8894.731995102793,3,63,2,7272.689234864611,1
87251.84560770384,21448.745867849764,3,39,3,43608.77940988945,1
95237.452943768,18249.429316082078,3,41,0,32572.14593675173,1
99157.90437258485,12567.313961564074,2,55,5,43777.36749462225,1
98961.81427945539,17908.207439232418,4,35,1,12534.929458038021,1
29120.610304869035,14397.592497257405,2,68,5,7448.483431141026,0
69442.03047025815,15100.977574480785,4,34,5,25544.976502805755,1
25755.87600166443,9201.406392827364,5,49,0,3672.105064656662,1
74952.88823237355,23074.69158727266,4,25,3,22153.16075208674,0
64153.050137337705,26905.208220395365,4,69,2,17774.95936586193,1
108770.41827582997,18829.481849116113,0,38,2,20276.556059741186,0
55091.50125520787,16408.956879917354,5,21,4,12126.076541013037,1
31706.701642760585,13719.510145870097,2,47,2,15436.323411960047,0
34299.16820528358,9769.463382968654,4,47,2,7390.078010070454,0
96151.06317174723,8203.104456653999,5,45,3,17823.566193054114,1
81821.80633162611,26683.986631190204,4,61,1,25731.621812520592,1
30112.267612279025,4540.813191328976,4,41,1,11092.85391264128,1
28410.680611499745,11887.873477978523,3,34,3,11081.22357802842,1
